#PathwayID	Pathway name	Ontology all ancestors
PWY-6641	superpathway of sulfolactate degradation	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Sulfolactate Degradation
PWY-6977	superpathway of erythromycin biosynthesis	Biosynthesis|Secondary Metabolite Biosynthesis|Toxin Biosynthesis|Antibiotic Biosynthesis|Macrolide Antibiotic Biosynthesis
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	Biosynthesis|Nucleoside and Nucleotide Biosynthesis|Pyrimidine Nucleotide Biosynthesis|Pyrimidine Nucleotide Salvage
PWY-7305	superpathway of steroid hormone biosynthesis	Biosynthesis|Secondary Metabolite Biosynthesis|Hormone Biosynthesis
PWY-7434	terminal O-glycans residues modification (via type 2 precursor disaccharide)	Macromolecule Modification|Protein Modification|Glycan Pathways|Biosynthesis|Carbohydrate Biosynthesis|Glycan Biosynthesis|Protein Glycosylation
PWY-7809	superpathway of tetracycline and oxytetracycline biosynthesis	Biosynthesis|Secondary Metabolite Biosynthesis|Toxin Biosynthesis|Antibiotic Biosynthesis
PWY0-1325	superpathway of L-asparagine biosynthesis	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-asparagine Biosynthesis
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Phospholipid Biosynthesis|Phosphatidylglycerol Biosynthesis
THRESYN-PWY	superpathway of L-threonine biosynthesis	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-threonine Biosynthesis|Superpathways
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-arginine Biosynthesis
FASYN-INITIAL-PWY	superpathway of fatty acid biosynthesis initiation (E. coli)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis
KETOGLUCONMET-PWY	ketogluconate metabolism	Degradation/Utilization/Assimilation|Secondary Metabolite Degradation|Sugar Derivative Degradation|Carboxylate Degradation|Sugar Acid Degradation
P41-PWY	pyruvate fermentation to acetate and (S)-lactate I	Generation of Precursor Metabolites and Energy|Fermentation|Fermentation to Lactate|Fermentation of Pyruvate|Fermentation to Short-Chain Fatty Acids|pyruvate fermentation to lactate|Degradation/Utilization/Assimilation|Carboxylate Degradation|Fermentation to Acetate|Pyruvate Fermentation to Acetate
PWY-6348	phosphate acquisition	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Phosphorus Compound Metabolism
PWY-1541	superpathway of taurine degradation	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Sulfur Compound Metabolism|Nitrogen Compound Metabolism|Taurine Degradation|Superpathways
PWY-5491	diethylphosphate degradation	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Phosphorus Compound Metabolism
PWY-4762	superpathway of choline biosynthesis	Biosynthesis|Fatty Acid and Lipid Biosynthesis
PWY-5156	superpathway of fatty acid biosynthesis II (plant)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis
PWY-5310	superpathway of anthocyanin biosynthesis (from delphinidin 3-O-glucoside)	Biosynthesis|Secondary Metabolite Biosynthesis|Phenylpropanoid Derivative Biosynthesis|Flavonoid Biosynthesis|Anthocyanin Biosynthesis
PWY-5431	aromatic compounds degradation via &beta;-ketoadipate	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Catechol Degradation
PWY-5655	L-tryptophan degradation IX	Degradation/Utilization/Assimilation|Amino Acid Degradation|Proteinogenic Amino Acid Degradation|L-tryptophan Degradation|Superpathways
PWY-7805	(aminomethyl)phosphonate degradation	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Phosphorus Compound Metabolism|Phosphonate Metabolism|Phosphonate Compound Degradation
PWY-5864	superpathway of plastoquinol biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Quinol and Quinone Biosynthesis|Plastoquinol Biosynthesis
P483-PWY	phosphonoacetate degradation	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Phosphorus Compound Metabolism|Phosphonate Metabolism|Phosphonate Compound Degradation
PWY-6113	superpathway of mycolate biosynthesis	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Fatty Acid Biosynthesis
PWY-8124	(2-trimethylamino)ethylphosphonate degradation	Degradation/Utilization/Assimilation|Inorganic Nutrient Metabolism|Phosphorus Compound Metabolism|Phosphonate Metabolism|Phosphonate Compound Degradation
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	Biosynthesis|Nucleoside and Nucleotide Biosynthesis|Purine Nucleotide Biosynthesis|5-Aminoimidazole Ribonucleotide Biosynthesis
PWY-6396	superpathway of 2,3-butanediol biosynthesis	Biosynthesis|Other Biosynthesis|Butanediol Biosynthesis
PWY-6569	chondroitin sulfate biosynthesis	Glycan Pathways|Biosynthesis|Carbohydrate Biosynthesis|Glycan Biosynthesis|Polysaccharide Biosynthesis|Glycosaminoglycan Biosynthesis
PWY-6751	superpathway of hydrogen production	Generation of Precursor Metabolites and Energy|Hydrogen Production
PWY-7003	glycerol degradation to butanol	Generation of Precursor Metabolites and Energy|Fermentation|Fermentation to Alcohols
PWY-7209	superpathway of pyrimidine ribonucleosides degradation	Degradation/Utilization/Assimilation|Nucleoside and Nucleotide Degradation|Pyrimidine Nucleotide Degradation|Pyrimidine Ribonucleoside Degradation|Pyrimidine Nucleobase Degradation
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|UDP-sugar Biosynthesis|Superpathways
PWY-7494	choline degradation IV	Degradation/Utilization/Assimilation|Amine and Polyamine Degradation|Choline Degradation
PWY-7992	superpathway of menaquinol-8 biosynthesis III	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Quinol and Quinone Biosynthesis|Menaquinol Biosynthesis
PWY-5648	2-nitrobenzoate degradation II	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Nitroaromatic Compound Degradation|Nitrobenzoate Degradation|2-Nitrobenzoate Degradation
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	Biosynthesis|Nucleoside and Nucleotide Biosynthesis|Pyrimidine Nucleotide Biosynthesis|Pyrimidine Nucleotide De Novo Biosynthesis|2'-Deoxyribonucleotide Biosynthesis|Pyrimidine Deoxyribonucleotide De Novo Biosynthesis
PWY66-3	cholesterol biosynthesis II (via 24,25-dihydrolanosterol)	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Sterol Biosynthesis
URDEGR-PWY	superpathway of allantoin degradation in plants	Degradation/Utilization/Assimilation|Amine and Polyamine Degradation|Allantoin Degradation
BENZCOA-PWY	anaerobic aromatic compound degradation (Thauera aromatica)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation
GALACT-GLUCUROCAT-PWY	superpathway of hexuronide and hexuronate degradation	Superpathways|superpathway of hexuronide and hexuronate degradation
METHGLYUT-PWY	superpathway of methylglyoxal degradation	Degradation/Utilization/Assimilation|Aldehyde Degradation
P542-PWY	choline-O-sulfate degradation	Degradation/Utilization/Assimilation|Amine and Polyamine Degradation|Choline Degradation
PWY-1882	superpathway of C1 compounds oxidation to CO2	Degradation/Utilization/Assimilation|C1 Compound Utilization and Assimilation
PWY-5005	biotin biosynthesis II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Biotin Biosynthesis
PWY-5180	toluene degradation I (aerobic) (via o-cresol)	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation|Superpathways
PWY-5327	superpathway of L-lysine degradation	Degradation/Utilization/Assimilation|Amino Acid Degradation|Proteinogenic Amino Acid Degradation|L-lysine Degradation
PWY-5464	superpathway of cytosolic glycolysis (plants), pyruvate dehydrogenase and TCA cycle	Generation of Precursor Metabolites and Energy
PWY-5694	allantoin degradation to glyoxylate I	Degradation/Utilization/Assimilation|Amine and Polyamine Degradation|Allantoin Degradation
PWY-5898	superpathway of menaquinol-12 biosynthesis	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Carrier Biosynthesis|Electron Carrier Biosynthesis|Quinol and Quinone Biosynthesis|Menaquinol Biosynthesis
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	Biosynthesis|Fatty Acid and Lipid Biosynthesis|Phospholipid Biosynthesis
PWY-6292	superpathway of L-cysteine biosynthesis (mammalian)	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-cysteine Biosynthesis
PWY-6443	benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)	Biosynthesis|Aromatic Compound Biosynthesis|Benzoate Biosynthesis
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	Generation of Precursor Metabolites and Energy|Fermentation|Fermentation of Pyruvate
PWY-6887	kauralexin biosynthesis	Secondary Metabolite Biosynthesis|Toxin Biosynthesis|Phytoalexin Biosynthesis|Terpenoid Phytoalexin Biosynthesis|Superpathways|Biosynthesis|Terpenoid Biosynthesis|Diterpenoid Biosynthesis
PWY-6901	superpathway of glucose and xylose degradation	Degradation/Utilization/Assimilation|Carbohydrate Degradation|Sugar Degradation
PWY-7024	superpathway of the 3-hydroxypropanoate cycle	Degradation/Utilization/Assimilation|C1 Compound Utilization and Assimilation|CO2 Fixation|Autotrophic CO2 Fixation
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	Biosynthesis|Nucleoside and Nucleotide Biosynthesis|Purine Nucleotide Biosynthesis|Purine Nucleotide De Novo Biosynthesis
PWY-7342	superpathway of nicotine biosynthesis	Biosynthesis|Secondary Metabolite Biosynthesis|Nitrogen-Containing Secondary Compound Biosynthesis|Alkaloid Biosynthesis|Pyrrolidine, Piperidine and Pyridine Alkaloid Biosynthesis
PWY-7528	L-methionine salvage cycle I (bacteria and plants)	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-methionine Biosynthesis|L-methionine Salvage
PWY-8094	superpathway of kavalactone biosynthesis	Biosynthesis|Secondary Metabolite Biosynthesis|Phenylpropanoid Derivative Biosynthesis
PWY0-781	aspartate superpathway	Superpathways|aspartate superpathway
PWY66-409	superpathway of purine nucleotide salvage	Biosynthesis|Nucleoside and Nucleotide Biosynthesis|Purine Nucleotide Biosynthesis|Purine Nucleotide Salvage
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	Superpathways|superpathway of chorismate metabolism
PWY-5443	aminopropanol phosphate biosynthesis I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Aminopropanol Phosphate Biosynthesis
CAROTENOID-PWY	superpathway of carotenoid biosynthesis in plants	Biosynthesis|Secondary Metabolite Biosynthesis|Terpenoid Biosynthesis|Tetraterpenoid Biosynthesis|Carotenoid Biosynthesis|C40 Carotenoid Biosynthesis
PWY-7378	aminopropanol phosphate biosynthesis II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Aminopropanol Phosphate Biosynthesis
GLUCUROCAT-PWY	superpathway of &beta;-D-glucuronosides degradation	Degradation/Utilization/Assimilation|Secondary Metabolite Degradation|Sugar Derivative Degradation|Carboxylate Degradation|Sugar Acid Degradation|D-Glucuronate Degradation
OANTIGEN-PWY	O-antigen building blocks biosynthesis (E. coli)	Biosynthesis|Carbohydrate Biosynthesis|Sugar Biosynthesis|Sugar Nucleotide Biosynthesis|Metabolic Clusters
PWY-7963	4-methylphenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PEPTIDOGLYCANSYN-PWY	peptidoglycan biosynthesis I (meso-diaminopimelate containing)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|Peptidoglycan Biosynthesis
PWY-7966	5-methoxy-6-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-2504	superpathway of aromatic compound degradation via 3-oxoadipate	Degradation/Utilization/Assimilation|Aromatic Compound Degradation
PWY-7969	5-hydroxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-5053	superpathway of gibberellin GA12 biosynthesis	Biosynthesis|Secondary Metabolite Biosynthesis|Hormone Biosynthesis|Plant Hormone Biosynthesis|Terpenoid Biosynthesis|Diterpenoid Biosynthesis|Gibberellin and Gibberellin Precursor Biosynthesis
PWY-7961	phenyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-5183	superpathway of aerobic toluene degradation	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|Toluene Degradation|Superpathways
PWY-7965	2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	Biosynthesis|Amino Acid Biosynthesis|Proteinogenic Amino Acid Biosynthesis|L-methionine Biosynthesis|L-methionine De Novo Biosynthesis
PWY-7968	5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-5485	pyruvate fermentation to acetate IV	Generation of Precursor Metabolites and Energy|Fermentation|Fermentation of Pyruvate|Fermentation to Short-Chain Fatty Acids|Degradation/Utilization/Assimilation|Carboxylate Degradation|Fermentation to Acetate|Pyruvate Fermentation to Acetate
PWY-7975	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP II	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-5724	superpathway of atrazine degradation	Degradation/Utilization/Assimilation|Aromatic Compound Degradation|s-Triazine Degredation|Atrazine Degradation
PWY-5509	adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	Biosynthesis|Polyprenyl Biosynthesis|Geranylgeranyl Diphosphate Biosynthesis|Secondary Metabolite Biosynthesis|Terpenoid Biosynthesis|Diterpenoid Biosynthesis
PWY-7964	adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-6309	L-tryptophan degradation XI (mammalian, via kynurenine)	Degradation/Utilization/Assimilation|Amino Acid Degradation|Proteinogenic Amino Acid Degradation|L-tryptophan Degradation|Superpathways
PWY-7967	5-methoxybenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	Biosynthesis|Cell Structure Biosynthesis|Cell Wall Biosynthesis|Peptidoglycan Biosynthesis|Detoxification|Antibiotic Resistance
PWY-7970	benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP	Biosynthesis|Cofactor, Carrier, and Vitamin Biosynthesis|Enzyme Cofactor Biosynthesis|Cobamide Biosynthesis|Cobamide de novo Biosynthesis|Adenosylcobamide Biosynthesis
PWY-6604	superpathway of Clostridium acetobutylicum acidogenic and solventogenic fermentation	Generation of Precursor Metabolites and Energy|Fermentation|Fermentation of Pyruvate
PWY-6947	superpathway of cholesterol degradation II (cholesterol dehydrogenase)	Degradation/Utilization/Assimilation|Fatty Acid and Lipid Degradation|Steroid Degradation|Cholesterol Degradation
